AOA,Beta,d_e,d_a,d_r,p,q,r,Cx,Cy,Cz,Cl,Cm,Cn
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00, 3.8399999999999999e+00, 0.0000000000000000e+00,-8.7300000000000000e-01, 1.2280507314423240e-01,-1.2541880642088277e-01, 6.9815379372389286e-01,-1.1919361837376957e-01,-2.3988948533129750e-01, 6.8834235605865851e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00, 3.8399999999999999e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.1965542558883668e-01,-9.2065128752320591e-02, 7.1082512046982427e-01,-1.1717545837090550e-01,-2.2937040834286682e-01, 5.2861270421233737e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01,-2.1500000000000000e+01,-3.0000000000000000e+01, 0.0000000000000000e+00, 1.1599999999999999e+00, 8.7300000000000000e-01, 1.6262790198344219e-02,-1.0326069759853725e-01, 5.9988164475814543e-01, 2.9118885281047495e-02,-3.3431174646072287e-01, 4.0224836212679402e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01,-2.1500000000000000e+01,-3.0000000000000000e+01, 3.8399999999999999e+00,-1.1599999999999999e+00,-8.7300000000000000e-01, 5.2691426639318667e-02,-3.3041032856686442e-01, 8.1049853556974261e-01,-1.0517091312259380e-01,-8.0002593498813807e-02, 1.6106825391910362e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.1599999999999999e+00,-8.7300000000000000e-01, 8.9174607449589841e-02,-2.9854908443257729e-02, 5.8792876675806771e-01,-1.7650564361810501e-03,-3.6640042766065450e-01, 1.4501886165394313e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.1599999999999999e+00, 0.0000000000000000e+00, 8.8632440725239084e-02,-4.9236733272509171e-17, 5.8902540652358359e-01, 2.0908866944820124e-15,-3.6451568629139658e-01, 6.4876839183780815e-17
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00,-3.0000000000000000e+01,-3.8399999999999999e+00, 1.1599999999999999e+00,-8.7300000000000000e-01, 9.3659749506574880e-02,-6.3674405328459610e-02, 6.3083658844538937e-01, 9.5118460476559932e-02,-3.2671050329837537e-01, 2.7303363098850095e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00,-3.0000000000000000e+01,-3.8399999999999999e+00, 1.1599999999999999e+00, 0.0000000000000000e+00, 9.3856399763415435e-02,-3.3602128781613755e-02, 6.1953537310086726e-01, 9.7206882151394794e-02,-3.3259548949080459e-01, 1.2698474507938413e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00,-3.8399999999999999e+00, 1.1599999999999999e+00, 0.0000000000000000e+00, 1.1966371845660063e-01, 8.6902690109656830e-02, 6.0577215542908047e-01, 1.1542618417422908e-01,-3.7008320170661729e-01,-4.8839362769793442e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00,-3.8399999999999999e+00, 1.1599999999999999e+00, 8.7300000000000000e-01, 1.2282159795481064e-01, 1.1811031887993358e-01, 5.9285765219423325e-01, 1.1768124662012670e-01,-3.8071073140952882e-01,-6.4086325160130325e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00,-3.8399999999999999e+00,-1.1599999999999999e+00, 0.0000000000000000e+00, 1.3077640165129611e-01, 9.6827393092032463e-02, 8.1546147473760844e-01, 1.1921413758172872e-01,-8.9605959527326556e-02,-5.6660289685886114e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00,-3.8399999999999999e+00,-1.1599999999999999e+00, 8.7300000000000000e-01, 1.3406521572939042e-01, 1.3253187176807912e-01, 8.0406782782865005e-01, 1.2104219344509545e-01,-9.8868679061754658e-02,-7.3504796604245443e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00, 3.8399999999999999e+00, 0.0000000000000000e+00, 8.7300000000000000e-01, 1.1773009020650130e-01,-5.9323125592100318e-02, 7.2170491728529418e-01,-1.1527516859135581e-01,-2.2236089692032310e-01, 3.7200666765281568e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00, 3.8399999999999999e+00, 1.1599999999999999e+00,-8.7300000000000000e-01, 1.2282159795480677e-01,-1.1811031887993288e-01, 5.9285765219422881e-01,-1.1768124662012201e-01,-3.8071073140952688e-01, 6.4086325160129937e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00,-3.0000000000000000e+01,-3.8399999999999999e+00, 1.1599999999999999e+00, 8.7300000000000000e-01, 9.4991518300621650e-02,-3.9091025615140551e-03, 6.0751718937428900e-01, 9.9205305591146792e-02,-3.4063089596980939e-01,-1.7139209334712626e-03
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00,-3.0000000000000000e+01, 0.0000000000000000e+00,-1.1599999999999999e+00,-8.7300000000000000e-01, 7.1501666055745081e-02,-1.9971247559693900e-01, 8.1439953386334507e-01,-2.9230544944616833e-02,-4.4356308662931970e-02, 9.9212740171355937e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01,-2.1500000000000000e+01, 0.0000000000000000e+00, 3.8399999999999999e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 6.6441831717276953e-02,-1.1081025712320468e-01, 6.8727839306728999e-01,-7.1746275451379918e-02,-2.4656224875526467e-01, 4.9541617697435598e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01,-2.1500000000000000e+01, 0.0000000000000000e+00, 3.8399999999999999e+00, 0.0000000000000000e+00, 8.7300000000000000e-01, 6.1946583286146925e-02,-7.7556653068305600e-02, 6.8519311782475412e-01,-6.9611156139813016e-02,-2.4037316651231258e-01, 3.3248626513128758e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.1599999999999999e+00,-8.7300000000000000e-01, 1.0084478113684400e-01,-3.4556527131257127e-02, 7.9512371555641881e-01,-1.3455657616870827e-03,-8.6906900813174218e-02, 1.6203991747968414e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.1599999999999999e+00, 0.0000000000000000e+00, 1.0021989082812031e-01, 5.5634386432405002e-16, 7.9597207069810516e-01, 1.5078453322657153e-15,-8.5221843929294411e-02,-3.5553189195828353e-16
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00,-3.8399999999999999e+00, 0.0000000000000000e+00,-8.7300000000000000e-01, 1.1773009020650482e-01, 5.9323125592101678e-02, 7.2170491728529929e-01, 1.1527516859135975e-01,-2.2236089692032379e-01,-3.7200666765282428e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00,-3.8399999999999999e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.1965542558884035e-01, 9.2065128752321979e-02, 7.1082512046982949e-01, 1.1717545837090936e-01,-2.2937040834286801e-01,-5.2861270421234674e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00, 3.8399999999999999e+00,-1.1599999999999999e+00, 0.0000000000000000e+00, 1.3077640165129262e-01,-9.6827393092030631e-02, 8.1546147473760378e-01,-1.1921413758172547e-01,-8.9605959527324919e-02, 5.6660289685884963e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00, 3.8399999999999999e+00,-1.1599999999999999e+00, 8.7300000000000000e-01, 1.2920617278333413e-01,-6.1679876439383607e-02, 8.2868379051645735e-01,-1.1751163380836532e-01,-7.9950278693158336e-02, 4.0110346263993575e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00,-3.0000000000000000e+01, 3.8399999999999999e+00,-1.1599999999999999e+00,-8.7300000000000000e-01, 1.0505540917693597e-01,-3.0470086462852747e-01, 8.2248160006865845e-01,-1.5046450365129049e-01,-6.2512179929471473e-02, 1.6011620582301384e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00,-3.0000000000000000e+01, 3.8399999999999999e+00,-1.1599999999999999e+00, 0.0000000000000000e+00, 1.0044298386942746e-01,-2.6492170737087717e-01, 8.3411999190772046e-01,-1.4772523994950981e-01,-5.2056811637612943e-02, 1.4125220127735644e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01,-3.8399999999999999e+00,-1.1599999999999999e+00, 8.7300000000000000e-01, 1.0505540917693999e-01, 3.0470086462852902e-01, 8.2248160006866677e-01, 1.5046450365129393e-01,-6.2512179929469780e-02,-1.6011620582301495e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01,-3.8399999999999999e+00, 0.0000000000000000e+00,-8.7300000000000000e-01, 8.9962162751531558e-02, 2.0140830204162224e-01, 7.3954812786091950e-01, 1.3809206564799939e-01,-1.8753885641906770e-01,-1.0923922340383110e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00,-3.0000000000000000e+01,-3.8399999999999999e+00,-1.1599999999999999e+00, 8.7300000000000000e-01, 9.9295170887063286e-02,-3.2636850079543520e-02, 8.2812949195566221e-01, 9.3273909492099419e-02,-4.1718993012688853e-02, 9.6271711190950918e-03
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00,-3.0000000000000000e+01,-3.8399999999999999e+00, 0.0000000000000000e+00,-8.7300000000000000e-01, 9.0588383466333480e-02,-8.1659756532026215e-02, 7.3812429089650200e-01, 9.2697967929457531e-02,-1.8031821092112194e-01, 3.4184146189481165e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00,-3.0000000000000000e+01, 3.8399999999999999e+00,-1.1599999999999999e+00, 8.7300000000000000e-01, 9.7700519402480562e-02,-2.2655776014558709e-01, 8.5034368295607909e-01,-1.4534432515957746e-01,-3.8039056192099123e-02, 1.2311257886867932e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00,-3.0000000000000000e+01, 3.8399999999999999e+00, 0.0000000000000000e+00,-8.7300000000000000e-01, 9.7574070684796857e-02,-2.7444779493450400e-01, 7.1454813765806147e-01,-1.4353860173097047e-01,-2.0856936850686081e-01, 1.4432019808133689e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01,-3.8399999999999999e+00, 1.1599999999999999e+00,-8.7300000000000000e-01, 9.3303726816230503e-02, 1.7734063246429130e-01, 6.3207462374022805e-01, 1.3167769371612817e-01,-3.3357095994360370e-01,-9.5749633024364830e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01,-3.8399999999999999e+00, 1.1599999999999999e+00, 0.0000000000000000e+00, 9.6617642228942369e-02, 2.1066171825275082e-01, 6.2022072290745278e-01, 1.3442306487464639e-01,-3.4255043685070563e-01,-1.1202820894059536e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00,-3.8399999999999999e+00, 0.0000000000000000e+00, 8.7300000000000000e-01, 1.2280507314423614e-01, 1.2541880642088424e-01, 6.9815379372389719e-01, 1.1919361837377362e-01,-2.3988948533129928e-01,-6.8834235605866795e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00,-3.8399999999999999e+00, 1.1599999999999999e+00,-8.7300000000000000e-01, 1.1759105245239242e-01, 5.6367144970584530e-02, 6.1758264279102415e-01, 1.1329730426477615e-01,-3.6213277749759321e-01,-3.3941819857080349e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01,-3.8399999999999999e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 9.3240621048552297e-02, 2.3702945103867024e-01, 7.2784636050537888e-01, 1.4063303427353629e-01,-1.9648802592691117e-01,-1.2631766614098230e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01,-3.8399999999999999e+00, 0.0000000000000000e+00, 8.7300000000000000e-01, 9.7574070684800465e-02, 2.7444779493450533e-01, 7.1454813765806879e-01, 1.4353860173097452e-01,-2.0856936850685889e-01,-1.4432019808133784e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01,-2.1500000000000000e+01, 3.0000000000000000e+01,-3.8399999999999999e+00, 1.1599999999999999e+00, 0.0000000000000000e+00, 5.9851191671939724e-02, 1.9386204781052579e-01, 6.6699049167271163e-01, 1.8232404280314526e-01,-3.2544797239598738e-01,-1.1650462716633632e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01,-2.1500000000000000e+01, 3.0000000000000000e+01,-3.8399999999999999e+00, 1.1599999999999999e+00, 8.7300000000000000e-01, 6.1695101570165153e-02, 2.2984523355529624e-01, 6.4130398407876188e-01, 1.8502097271564635e-01,-3.3732362770520613e-01,-1.3444181851866846e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01,-2.1500000000000000e+01, 3.0000000000000000e+01,-3.8399999999999999e+00,-1.1599999999999999e+00, 0.0000000000000000e+00, 6.6208285930925606e-02, 2.3557145003882732e-01, 8.8264285744490234e-01, 1.9562368870936542e-01,-3.3649284810798562e-02,-1.3818583675519269e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01,-2.1500000000000000e+01, 3.0000000000000000e+01,-3.8399999999999999e+00,-1.1599999999999999e+00, 8.7300000000000000e-01, 6.8581724011330614e-02, 2.7601069434502429e-01, 8.5836605547891187e-01, 1.9794722510367488e-01,-4.4481659603435246e-02,-1.5763498096454762e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01,-3.8399999999999999e+00,-1.1599999999999999e+00,-8.7300000000000000e-01, 9.7700519402484615e-02, 2.2655776014558851e-01, 8.5034368295608864e-01, 1.4534432515958093e-01,-3.8039056192096347e-02,-1.2311257886868031e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01,-3.8399999999999999e+00,-1.1599999999999999e+00, 0.0000000000000000e+00, 1.0044298386943137e-01, 2.6492170737087856e-01, 8.3411999190772890e-01, 1.4772523994951309e-01,-5.2056811637610542e-02,-1.4125220127735741e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.1599999999999999e+00, 8.7300000000000000e-01, 1.0084478113684400e-01, 3.4556527131258237e-02, 7.9512371555641848e-01, 1.3455657616899164e-03,-8.6906900813174370e-02,-1.6203991747969094e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-8.7300000000000000e-01, 8.9425461488666355e-02,-3.2117576821374672e-02, 6.9026862541011191e-01,-1.5343221587392501e-03,-2.2776840538515908e-01, 1.5288264152845751e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01, 3.8399999999999999e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 9.0554786246597949e-02, 4.9227094373044511e-02, 7.2852831425905828e-01,-9.4585345917221980e-02,-1.8436783589220418e-01,-1.8725760376690451e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01, 3.8399999999999999e+00, 0.0000000000000000e+00, 8.7300000000000000e-01, 9.0588383466329789e-02, 8.1659756532027408e-02, 7.3812429089649967e-01,-9.2697967929453548e-02,-1.8031821092111761e-01,-3.4184146189481894e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01, 0.0000000000000000e+00,-1.1599999999999999e+00, 0.0000000000000000e+00, 6.9227862532943343e-02, 1.6322421013980662e-01, 8.1651064214011648e-01, 2.7434345376072113e-02,-4.0016611669957472e-02,-8.2071371348669958e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01, 0.0000000000000000e+00,-1.1599999999999999e+00, 8.7300000000000000e-01, 7.1501666055745497e-02, 1.9971247559693991e-01, 8.1439953386334807e-01, 2.9230544944619904e-02,-4.4356308662928043e-02,-9.9212740171356506e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00, 8.7300000000000000e-01, 6.3732157810559076e-02, 1.7437242857519020e-01, 7.0632323078852555e-01, 2.4401298861646045e-02,-1.9188985546512791e-01,-8.7279088030480900e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01, 0.0000000000000000e+00, 1.1599999999999999e+00,-8.7300000000000000e-01, 6.3544738879822288e-02, 8.8925242299120313e-02, 6.0228350258409369e-01, 1.6101007670802164e-02,-3.3269678773230299e-01,-4.6151091485834898e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01, 3.8399999999999999e+00,-1.1599999999999999e+00, 8.7300000000000000e-01, 9.8429431307992171e-02, 1.0195159779537458e-01, 8.4830657083003425e-01,-8.9954011067771497e-02,-3.0957841369394341e-02,-4.2161028952447568e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01, 3.8399999999999999e+00, 0.0000000000000000e+00,-8.7300000000000000e-01, 9.1599078309687706e-02, 1.7286965305390728e-02, 7.1721734765096012e-01,-9.6365172939860369e-02,-1.9173172033730013e-01,-3.5255337834511108e-03
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 2.1500000000000000e+01,-3.0000000000000000e+01,-3.8399999999999999e+00,-1.1599999999999999e+00, 0.0000000000000000e+00, 4.5139854472476162e-02,-4.1232651389713042e-02, 8.1690758673645070e-01, 4.6622138336123935e-02,-5.0040797345747352e-02, 2.4938999912930138e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 2.1500000000000000e+01,-3.0000000000000000e+01,-3.8399999999999999e+00,-1.1599999999999999e+00, 8.7300000000000000e-01, 4.8534864632884922e-02,-6.3119076847122551e-03, 8.1897654331722547e-01, 4.8365980792553047e-02,-5.6180766389510847e-02, 8.1779687403734473e-03
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01, 3.8399999999999999e+00,-1.1599999999999999e+00,-8.7300000000000000e-01, 9.9295170887060039e-02, 3.2636850079544935e-02, 8.2812949195566010e-01,-9.3273909492096047e-02,-4.1718993012682337e-02,-9.6271711190960632e-03
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01, 3.8399999999999999e+00,-1.1599999999999999e+00, 0.0000000000000000e+00, 9.8234545241073876e-02, 6.7048540205128973e-02, 8.3855196144145905e-01,-9.1667923969426079e-02,-3.5225809472964151e-02,-2.5769441819733511e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01,-3.8399999999999999e+00, 1.1599999999999999e+00, 8.7300000000000000e-01, 1.0085982506929453e-01, 2.4582198086976784e-01, 6.0714448346401306e-01, 1.3753647029512628e-01,-3.5417035301762417e-01,-1.2925843393337383e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01, 0.0000000000000000e+00,-1.1599999999999999e+00,-8.7300000000000000e-01, 6.8044134286057892e-02, 1.2786411767490663e-01, 8.1705485537438627e-01, 2.5874431826616619e-02,-3.8766597866857502e-02,-6.5508188111225829e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00,-3.0000000000000000e+01, 3.8399999999999999e+00, 1.1599999999999999e+00, 8.7300000000000000e-01, 9.3303726816227131e-02,-1.7734063246429096e-01, 6.3207462374021983e-01,-1.3167769371612362e-01,-3.3357095994360697e-01, 9.5749633024364525e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00,-3.8399999999999999e+00,-1.1599999999999999e+00,-8.7300000000000000e-01, 1.2920617278333774e-01, 6.1679876439385384e-02, 8.2868379051646335e-01, 1.1751163380836871e-01,-7.9950278693159640e-02,-4.0110346263994685e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00, 3.0000000000000000e+01, 3.8399999999999999e+00, 1.1599999999999999e+00, 8.7300000000000000e-01, 9.3659749506570550e-02, 6.3674405328459721e-02, 6.3083658844538670e-01,-9.5118460476555311e-02,-3.2671050329837187e-01,-2.7303363098850272e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 2.1500000000000000e+01,-3.0000000000000000e+01,-3.8399999999999999e+00,-1.1599999999999999e+00,-8.7300000000000000e-01, 4.2586673478940427e-02,-7.6764551974149761e-02, 8.1175414132025669e-01, 4.4655257626306066e-02,-4.8768376883556085e-02, 4.2057549308498893e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00,-3.0000000000000000e+01, 3.8399999999999999e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 9.3240621048548508e-02,-2.3702945103866888e-01, 7.2784636050537077e-01,-1.4063303427353221e-01,-1.9648802592691378e-01, 1.2631766614098139e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 0.0000000000000000e+00,-3.0000000000000000e+01, 3.8399999999999999e+00, 0.0000000000000000e+00, 8.7300000000000000e-01, 8.9962162751528005e-02,-2.0140830204162075e-01, 7.3954812786091051e-01,-1.3809206564799542e-01,-1.8753885641907078e-01, 1.0923922340383023e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 2.1500000000000000e+01,-3.0000000000000000e+01,-3.8399999999999999e+00, 0.0000000000000000e+00, 8.7300000000000000e-01, 4.1667057099287731e-02, 2.7120228141988634e-03, 7.0764932076356357e-01, 5.1400104814398800e-02,-2.0706993383178418e-01, 5.8749269459289792e-03
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 2.1500000000000000e+01,-3.0000000000000000e+01,-3.8399999999999999e+00, 1.1599999999999999e+00,-8.7300000000000000e-01, 3.9479390807898911e-02,-5.0594346508555731e-02, 5.9611129540274566e-01, 4.9775340394456774e-02,-3.4319810860653110e-01, 3.4419465516392043e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 2.1500000000000000e+01,-3.0000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.8382939213344090e-02,-1.1938658690346947e-01, 7.2092145881970915e-01,-6.7780136637114616e-02,-1.8651703525648208e-01, 7.2607605508603346e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 2.1500000000000000e+01,-3.0000000000000000e+01, 0.0000000000000000e+00, 0.0000000000000000e+00, 8.7300000000000000e-01, 1.9562943028706349e-02,-8.5925535342456824e-02, 7.3426174034513791e-01,-6.6253681377190149e-02,-1.8474020940060332e-01, 5.6383320278532240e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 2.1500000000000000e+01,-3.0000000000000000e+01, 3.8399999999999999e+00,-1.1599999999999999e+00, 0.0000000000000000e+00, 6.6208285930919805e-02,-2.3557145003882515e-01, 8.8264285744488979e-01,-1.9562368870936206e-01,-3.3649284810801754e-02, 1.3818583675519125e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 2.1500000000000000e+01,-3.0000000000000000e+01, 3.8399999999999999e+00,-1.1599999999999999e+00, 8.7300000000000000e-01, 6.5950310266923412e-02,-1.9631856426424141e-01, 9.1407357666110556e-01,-1.9378689040809405e-01,-1.6451007488586657e-02, 1.1933781005701423e-01
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 2.1500000000000000e+01,-3.0000000000000000e+01, 0.0000000000000000e+00,-1.1599999999999999e+00,-8.7300000000000000e-01, 2.6161703579607815e-02,-1.7317046218769061e-01, 8.1408539514515199e-01,-7.4444663674061287e-02,-4.3810404555684371e-02, 9.7728692825998206e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 2.1500000000000000e+01,-3.0000000000000000e+01, 0.0000000000000000e+00,-1.1599999999999999e+00, 0.0000000000000000e+00, 2.6279996388331971e-02,-1.3603843064518595e-01, 8.2960600977216326e-01,-7.2739197987900170e-02,-3.8201648796067030e-02, 7.9927455805698294e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 2.1500000000000000e+01,-3.0000000000000000e+01,-3.8399999999999999e+00, 1.1599999999999999e+00, 0.0000000000000000e+00, 4.2271550179654241e-02,-2.0111797091898320e-02, 5.9788585633681035e-01, 5.2113792177575224e-02,-3.4818449489335002e-01, 1.9252746444655619e-02
-1.5000000000000000e+01, 0.0000000000000000e+00, 2.5000000000000000e+01, 2.1500000000000000e+01,-3.0000000000000000e+01,-3.8399999999999999e+00, 1.1599999999999999e+00, 8.7300000000000000e-01, 4.5905478191965769e-02, 9.9824247438794287e-03, 5.9830205160643068e-01, 5.4254848972562990e-02,-3.5601956911364041e-01, 4.3157986896038584e-03
